ID,Type,Subject,Text,Image,Option1,Option2,Option3,Option4,Answer
"6158716619a9dd0534fe34c4","Image","Technical Reasoning","undefined","http://localhost:9000/images/ff1a7375-2ae3-4c19-93c2-3b34b4291b21.png","c/w slower","anti c/w faster","c/w faster ","anti c/w same","C"
"6158719d19a9dd0534fe34c7","Image","Technical Reasoning","undefined","http://localhost:9000/images/efbc3fa9-e774-4f97-bb2a-7a393573eabe.png","A","B","C","D","D"
"615871e819a9dd0534fe34ca","Image","Technical Reasoning","undefined","http://localhost:9000/images/277b5574-d032-4ccd-a13a-80dffee531bb.png","A","B","C","D","A"
"6158728219a9dd0534fe34ce","Image","Technical Reasoning","undefined","http://localhost:9000/images/44e5a6c0-7d15-48d5-845f-7816167fbbb6.png","A","B","C","","B"
"615872e019a9dd0534fe34d1","Image","Technical Reasoning","undefined","http://localhost:9000/images/8a1d8d81-c66c-4b43-9d2e-38167cca86c3.png","A","B","","","A"
"6158733419a9dd0534fe34d4","Image","Technical Reasoning","undefined","http://localhost:9000/images/902578aa-bf9a-4b5e-b837-697b7400854f.png","A","B","","","B"
"6158737a19a9dd0534fe34d8","Image","Technical Reasoning","undefined","http://localhost:9000/images/74a97f9b-0b5d-49b1-969f-743b89f52648.png","A","B","","","A"
"615873bc19a9dd0534fe34db","Image","Technical Reasoning","undefined","http://localhost:9000/images/a83a1c83-5eed-4f16-85f0-ec886dd67ec4.png","A","B","","","B"
"6158747319a9dd0534fe34df","Image","Technical Reasoning","undefined","http://localhost:9000/images/8abc1600-2e15-40ed-a20f-665304a17c9a.png","A","B","","","B"
"615874c719a9dd0534fe34e2","Image","Technical Reasoning","undefined","http://localhost:9000/images/eb8588ff-e827-4182-a315-2878b1d9cac1.png","A","B","","","A"
"6158752219a9dd0534fe34e5","Image","Coding and Aptitude","undefined","http://localhost:9000/images/ab52d6d3-200b-4045-a8ef-f8234929a966.png","A","B","C","D","A"
"6158755919a9dd0534fe34e9","Image","Coding and Aptitude","undefined","http://localhost:9000/images/5987745b-fed7-4f01-ae72-2dea3a0bcebe.png","A","B","C","D","B"
"6158759519a9dd0534fe34ec","Image","Coding and Aptitude","undefined","http://localhost:9000/images/ccc14ed8-d1c6-47b1-9e5c-3f1e3936308d.png","A","B","C","D","D"
"615875e319a9dd0534fe34ef","Image","Coding and Aptitude","undefined","http://localhost:9000/images/8d4269f8-2f3e-4b2f-a7bb-b14fa0771490.png","A","B","C","D","C"
"6158765319a9dd0534fe34f3","Image","Coding and Aptitude","undefined","http://localhost:9000/images/4ddd0ce1-b345-4432-a9fd-39948aa14060.png","A","B","C","D","A"
